Runs P1 P2 P3
Run0156 0.3450964613482259 0.49424370502384907 0.16562526874153263
Run0157 0.5804315384720357 0.96810512908116 0.16562526874153263
Run0158 0.5804315384720357 0.49424370502384907 0.3030439525642265
Run0159 0.5804315384720357 0.49424370502384907 0.16562526874153263
Run0160 0.46855092803612614 0.3517000246163653 0.17917358968179822
Run0161 0.7038860051599359 0.3517000246163653 0.17917358968179822
Run0162 0.46855092803612614 0.3709626841308901 0.17917358968179822
Run0163 0.46855092803612614 0.3517000246163653 0.2894956316239609
Run0164 0.46855092803612614 0.3709626841308901 0.2894956316239609
Run0165 0.7038860051599359 0.3517000246163653 0.2894956316239609
Run0166 0.7038860051599359 0.3709626841308901 0.17917358968179822
Run0167 0.7038860051599359 0.3709626841308901 0.2894956316239609
Run0168 0.962368794787727 0.844824108188201 0.6746550412115113
Run0169 0.21006813840833508 0.844824108188201 0.6746550412115113
Run0170 0.962368794787727 0.8640867677027259 0.6746550412115113
Run0171 0.962368794787727 0.844824108188201 0.784977083153674
Run0172 0.962368794787727 0.8640867677027259 0.784977083153674
Run0173 0.21006813840833508 0.844824108188201 0.784977083153674
Run0174 0.21006813840833508 0.8640867677027259 0.6746550412115113
Run0175 0.21006813840833508 0.8640867677027259 0.784977083153674
Run0176 0.7154598614119265 0.10513798283044741 0.42691431544665476
Run0177 0.9507949385357364 0.10513798283044741 0.42691431544665476
Run0178 0.7154598614119265 0.617524725916808 0.42691431544665476
Run0179 0.7154598614119265 0.10513798283044741 0.5372363573888175
Run0180 0.7154598614119265 0.617524725916808 0.5372363573888175
Run0181 0.9507949385357364 0.10513798283044741 0.5372363573888175
Run0182 0.9507949385357364 0.617524725916808 0.42691431544665476
Run0183 0.9507949385357364 0.617524725916808 0.5372363573888175
Run0184 0.22164199466032572 0.5982620664022832 0.9223957669763678
Run0185 0.4569770717841355 0.5982620664022832 0.9223957669763678
Run0186 0.22164199466032572 0.12440064234497225 0.9223957669763678
Run0187 0.22164199466032572 0.5982620664022832 0.04175490585910436
Run0188 0.22164199466032572 0.12440064234497225 0.04175490585910436
Run0189 0.4569770717841355 0.5982620664022832 0.04175490585910436
Run0190 0.4569770717841355 0.12440064234497225 0.9223957669763678
Run0191 0.4569770717841355 0.12440064234497225 0.04175490585910436
Run0192 0.1599147613163756 0.41334053506284474 0.4888494968878689
Run0193 0.14834090506438496 0.41334053506284474 0.4888494968878689
Run0194 0.1599147613163756 0.6791652363632874 0.4888494968878689
Run0195 0.1599147613163756 0.41334053506284474 0.22756045018274676
Run0196 0.1599147613163756 0.6791652363632874 0.22756045018274676
Run0197 0.14834090506438496 0.41334053506284474 0.22756045018274676
Run0198 0.14834090506438496 0.6791652363632874 0.4888494968878689
Run0199 0.14834090506438496 0.6791652363632874 0.22756045018274676
Run0200 0.6537326280679765 0.9064646186346805 0.984330948417582
Run0201 0.6421587718159858 0.9064646186346805 0.984330948417582
Run0202 0.6537326280679765 0.18604115279145172 0.984330948417582
Run0203 0.6537326280679765 0.9064646186346805 0.7230419017124599
Run0204 0.6537326280679765 0.18604115279145172 0.7230419017124599
Run0205 0.6421587718159858 0.9064646186346805 0.7230419017124599
Run0206 0.6421587718159858 0.18604115279145172 0.984330948417582
Run0207 0.6421587718159858 0.18604115279145172 0.7230419017124599
Run0208 0.9006415614437768 0.16677849327692687 0.24110877112301235
Run0209 0.3952498384401854 0.16677849327692687 0.24110877112301235
Run0210 0.9006415614437768 0.43260319457736957 0.24110877112301235
Run0211 0.9006415614437768 0.16677849327692687 0.9707826274773164
Run0212 0.9006415614437768 0.43260319457736957 0.9707826274773164
Run0213 0.3952498384401854 0.16677849327692687 0.9707826274773164
Run0214 0.3952498384401854 0.43260319457736957 0.24110877112301235
Run0215 0.3952498384401854 0.43260319457736957 0.9707826274773164
Run0216 0.40682369469217605 0.6599025768487626 0.7365902226527254
Run0217 0.8890677051917862 0.6599025768487626 0.7365902226527254
Run0218 0.40682369469217605 0.9257272781492053 0.7365902226527254
Run0219 0.40682369469217605 0.6599025768487626 0.4753011759476033
Run0220 0.40682369469217605 0.9257272781492053 0.4753011759476033
Run0221 0.8890677051917862 0.6599025768487626 0.4753011759476033
Run0222 0.8890677051917862 0.9257272781492053 0.7365902226527254
Run0223 0.8890677051917862 0.9257272781492053 0.4753011759476033
Run0224 0.28336922800427583 0.04349747238396795 0.8604605855351537
Run0225 0.765613238503886 0.04349747238396795 0.8604605855351537
Run0226 0.28336922800427583 0.8024462572562464 0.8604605855351537
Run0227 0.28336922800427583 0.04349747238396795 0.10369008730031849
Run0228 0.28336922800427583 0.8024462572562464 0.10369008730031849
Run0229 0.765613238503886 0.04349747238396795 0.10369008730031849
Run0230 0.765613238503886 0.8024462572562464 0.8604605855351537
Run0231 0.765613238503886 0.8024462572562464 0.10369008730031849
Run0232 0.7771870947558767 0.5366215559558036 0.36497913400544063
Run0233 0.2717953717522852 0.5366215559558036 0.36497913400544063
Run0234 0.7771870947558767 0.3093221736844107 0.36497913400544063
Run0235 0.7771870947558767 0.5366215559558036 0.5991715388300316
Run0236 0.7771870947558767 0.3093221736844107 0.5991715388300316
Run0237 0.2717953717522852 0.5366215559558036 0.5991715388300316
Run0238 0.2717953717522852 0.3093221736844107 0.36497913400544063
Run0239 0.2717953717522852 0.3093221736844107 0.5991715388300316
Run0240 0.5302781613800762 0.2900595141698858 0.6127198597702972
Run0241 0.5187043051280856 0.2900595141698858 0.6127198597702972
Run0242 0.5302781613800762 0.06276013189849278 0.6127198597702972
Run0243 0.5302781613800762 0.2900595141698858 0.8469122645948881
Run0244 0.5302781613800762 0.06276013189849278 0.8469122645948881
Run0245 0.5187043051280856 0.2900595141698858 0.8469122645948881
Run0246 0.5187043051280856 0.06276013189849278 0.6127198597702972
Run0247 0.5187043051280856 0.06276013189849278 0.8469122645948881
Run0248 0.036460294628475415 0.7831835977417215 0.11723840824058408
Run0249 0.024886438376484767 0.7831835977417215 0.11723840824058408
Run0250 0.036460294628475415 0.5558842154703285 0.11723840824058408
Run0251 0.036460294628475415 0.7831835977417215 0.35143081306517504
Run0252 0.036460294628475415 0.5558842154703285 0.35143081306517504
Run0253 0.024886438376484767 0.7831835977417215 0.35143081306517504
Run0254 0.024886438376484767 0.5558842154703285 0.11723840824058408
Run0255 0.024886438376484767 0.5558842154703285 0.35143081306517504
Run0256 0.051892102964462936 0.02808734477234808 0.25659256648331585
Run0257 0.441545263448148 0.02808734477234808 0.25659256648331585
Run0258 0.051892102964462936 0.32473230129603053 0.25659256648331585
Run0259 0.051892102964462936 0.02808734477234808 0.4907849713079068
Run0260 0.051892102964462936 0.32473230129603053 0.4907849713079068
Run0261 0.441545263448148 0.02808734477234808 0.4907849713079068
Run0262 0.441545263448148 0.32473230129603053 0.25659256648331585
Run0263 0.441545263448148 0.32473230129603053 0.4907849713079068
Run0264 0.5457099697160638 0.5212114283441838 0.752074018013029
Run0265 0.9353631301997488 0.5212114283441838 0.752074018013029
Run0266 0.5457099697160638 0.8178563848678663 0.752074018013029
Run0267 0.5457099697160638 0.5212114283441838 0.9862664228376199
Run0268 0.5457099697160638 0.8178563848678663 0.9862664228376199
Run0269 0.9353631301997488 0.5212114283441838 0.9862664228376199
Run0270 0.9353631301997488 0.8178563848678663 0.752074018013029
Run0271 0.9353631301997488 0.8178563848678663 0.9862664228376199
Run0272 0.7926189030918642 0.27464938655826593 0.008851840718459347
Run0273 0.19463633007234754 0.27464938655826593 0.008851840718459347
Run0274 0.7926189030918642 0.5712943430819484 0.008851840718459347
Run0275 0.7926189030918642 0.27464938655826593 0.7385256970727634
Run0276 0.7926189030918642 0.5712943430819484 0.7385256970727634
Run0277 0.19463633007234754 0.27464938655826593 0.7385256970727634
Run0278 0.19463633007234754 0.5712943430819484 0.008851840718459347
Run0279 0.19463633007234754 0.5712943430819484 0.7385256970727634
Run0280 0.29880103634026334 0.7677734701301017 0.5043332922481725
Run0281 0.6884541968239484 0.7677734701301017 0.5043332922481725
Run0282 0.29880103634026334 0.07817025951011265 0.5043332922481725
Run0283 0.29880103634026334 0.7677734701301017 0.2430442455430503
Run0284 0.29880103634026334 0.07817025951011265 0.2430442455430503
Run0285 0.6884541968239484 0.7677734701301017 0.2430442455430503
Run0286 0.6884541968239484 0.07817025951011265 0.5043332922481725
Run0287 0.6884541968239484 0.07817025951011265 0.2430442455430503
Run0288 0.42225550302816356 0.3979304074512249 0.8759443808954572
Run0289 0.5649997301360482 0.3979304074512249 0.8759443808954572
Run0290 0.42225550302816356 0.2014512804030716 0.8759443808954572
Run0291 0.42225550302816356 0.3979304074512249 0.36691460842547857
Run0292 0.42225550302816356 0.2014512804030716 0.36691460842547857
Run0293 0.5649997301360482 0.3979304074512249 0.36691460842547857
Run0294 0.5649997301360482 0.2014512804030716 0.8759443808954572
Run0295 0.5649997301360482 0.2014512804030716 0.36691460842547857
Run0296 0.9160733697797644 0.8910544910230607 0.38046292936574416
Run0297 0.07118186338444735 0.8910544910230607 0.38046292936574416
Run0298 0.9160733697797644 0.6945753639749073 0.38046292936574416
Run0299 0.9160733697797644 0.8910544910230607 0.8623960599551916
Run0300 0.9160733697797644 0.6945753639749073 0.8623960599551916
Run0301 0.07118186338444735 0.8910544910230607 0.8623960599551916
Run0302 0.07118186338444735 0.6945753639749073 0.38046292936574416
Run0303 0.07118186338444735 0.6945753639749073 0.8623960599551916
Run0304 0.669164436403964 0.151368365665307 0.6282036551306007
Run0305 0.8119086635118485 0.151368365665307 0.6282036551306007
Run0306 0.669164436403964 0.9411374057608252 0.6282036551306007
Run0307 0.669164436403964 0.151368365665307 0.6146553341903351
Run0308 0.669164436403964 0.9411374057608252 0.6146553341903351
Run0309 0.8119086635118485 0.151368365665307 0.6146553341903351
Run0310 0.8119086635118485 0.9411374057608252 0.6282036551306007
Run0311 0.8119086635118485 0.9411374057608252 0.6146553341903351
Run0312 0.17534656965236314 0.6444924492371428 0.1327222036008876
Run0313 0.31809079676024776 0.6444924492371428 0.1327222036008876
Run0314 0.17534656965236314 0.4480133221889894 0.1327222036008876
Run0315 0.17534656965236314 0.6444924492371428 0.11917388266062202
Run0316 0.17534656965236314 0.4480133221889894 0.11917388266062202
Run0317 0.31809079676024776 0.6444924492371428 0.11917388266062202
Run0318 0.31809079676024776 0.4480133221889894 0.1327222036008876
Run0319 0.31809079676024776 0.4480133221889894 0.11917388266062202
Run0320 0.23707380299631325 0.33628989700474543 0.6901388365718149
Run0321 0.009454630040497241 0.33628989700474543 0.6901388365718149
Run0322 0.23707380299631325 0.7562158744213868 0.6901388365718149
Run0323 0.23707380299631325 0.33628989700474543 0.18110906410183616
Run0324 0.23707380299631325 0.7562158744213868 0.18110906410183616
Run0325 0.009454630040497241 0.33628989700474543 0.18110906410183616
Run0326 0.009454630040497241 0.7562158744213868 0.6901388365718149
Run0327 0.009454630040497241 0.7562158744213868 0.18110906410183616
Run0328 0.7308916697479141 0.8294139805765811 0.19465738504210175
Run0329 0.5032724967920981 0.8294139805765811 0.19465738504210175
Run0330 0.7308916697479141 0.26309179084955103 0.19465738504210175
Run0331 0.7308916697479141 0.8294139805765811 0.6765905156315493
Run0332 0.7308916697479141 0.26309179084955103 0.6765905156315493
Run0333 0.5032724967920981 0.8294139805765811 0.6765905156315493
Run0334 0.5032724967920981 0.26309179084955103 0.19465738504210175
Run0335 0.5032724967920981 0.26309179084955103 0.6765905156315493
Run0336 0.9778006031237145 0.08972785521882755 0.9378795623366714
Run0337 0.2563635634162977 0.08972785521882755 0.9378795623366714
Run0338 0.9778006031237145 0.01652974906363318 0.9378795623366714
Run0339 0.9778006031237145 0.08972785521882755 0.9243312413964058
Run0340 0.9778006031237145 0.01652974906363318 0.9243312413964058
Run0341 0.2563635634162977 0.08972785521882755 0.9243312413964058
Run0342 0.2563635634162977 0.01652974906363318 0.9378795623366714
Run0343 0.2563635634162977 0.01652974906363318 0.9243312413964058
Run0344 0.48398273637211364 0.5828519387906633 0.4423981108069583
Run0345 0.7501814301678985 0.5828519387906633 0.4423981108069583
Run0346 0.48398273637211364 0.5096538326354689 0.4423981108069583
Run0347 0.48398273637211364 0.5828519387906633 0.4288497898666927
Run0348 0.48398273637211364 0.5096538326354689 0.4288497898666927
Run0349 0.7501814301678985 0.5828519387906633 0.4288497898666927
Run0350 0.7501814301678985 0.5096538326354689 0.4423981108069583
Run0351 0.7501814301678985 0.5096538326354689 0.4288497898666927
Run0352 0.3605282696842135 0.21300887611178648 0.07078702215967349
Run0353 0.8736358968557987 0.21300887611178648 0.07078702215967349
Run0354 0.3605282696842135 0.6329348535284278 0.07078702215967349
Run0355 0.3605282696842135 0.21300887611178648 0.05723870121940789
Run0356 0.3605282696842135 0.6329348535284278 0.05723870121940789
Run0357 0.8736358968557987 0.21300887611178648 0.05723870121940789
Run0358 0.8736358968557987 0.6329348535284278 0.07078702215967349
Run0359 0.8736358968557987 0.6329348535284278 0.05723870121940789
Run0360 0.8543461364358143 0.7061329596836222 0.5662684736893866
Run0361 0.37981803010419785 0.7061329596836222 0.5662684736893866
Run0362 0.8543461364358143 0.1398107699565921 0.5662684736893866
Run0363 0.8543461364358143 0.7061329596836222 0.552720152749121
Run0364 0.8543461364358143 0.1398107699565921 0.552720152749121
Run0365 0.37981803010419785 0.7061329596836222 0.552720152749121
Run0366 0.37981803010419785 0.1398107699565921 0.5662684736893866
Run0367 0.37981803010419785 0.1398107699565921 0.552720152749121
Run0368 0.6074372030600139 0.4595709178977043 0.31852774792453004
Run0369 0.6267269634799982 0.4595709178977043 0.31852774792453004
Run0370 0.6074372030600139 0.38637281174251 0.31852774792453004
Run0371 0.6074372030600139 0.4595709178977043 0.8004608785139775
Run0372 0.6074372030600139 0.38637281174251 0.8004608785139775
Run0373 0.6267269634799982 0.4595709178977043 0.8004608785139775
Run0374 0.6267269634799982 0.38637281174251 0.31852774792453004
Run0375 0.6267269634799982 0.38637281174251 0.8004608785139775
Run0376 0.11361933630841305 0.9526950014695401 0.8140091994542431
Run0377 0.13290909672839746 0.9526950014695401 0.8140091994542431
Run0378 0.11361933630841305 0.8794968953143457 0.8140091994542431
Run0379 0.11361933630841305 0.9526950014695401 0.30497942698426445
Run0380 0.11361933630841305 0.8794968953143457 0.30497942698426445
Run0381 0.13290909672839746 0.9526950014695401 0.30497942698426445
Run0382 0.13290909672839746 0.8794968953143457 0.8140091994542431
Run0383 0.13290909672839746 0.8794968953143457 0.30497942698426445
Run0384 0.08275571963643799 0.4903911731209441 0.22562497576270882
Run0385 0.8427722801838237 0.4903911731209441 0.22562497576270882
Run0386 0.08275571963643799 0.10899051473335238 0.22562497576270882
Run0387 0.08275571963643799 0.4903911731209441 0.5217525620285139
Run0388 0.08275571963643799 0.10899051473335238 0.5217525620285139
Run0389 0.8427722801838237 0.4903911731209441 0.5217525620285139
Run0390 0.8427722801838237 0.10899051473335238 0.22562497576270882
Run0391 0.8427722801838237 0.10899051473335238 0.5217525620285139
Run0392 0.5765735863880388 0.9835152566927798 0.7211064272924219
Run0393 0.34895441343222283 0.9835152566927798 0.7211064272924219
Run0394 0.5765735863880388 0.6021145983051881 0.7211064272924219
Run0395 0.5765735863880388 0.9835152566927798 0.026271110498800824
Run0396 0.5765735863880388 0.6021145983051881 0.026271110498800824
Run0397 0.34895441343222283 0.9835152566927798 0.026271110498800824
Run0398 0.34895441343222283 0.6021145983051881 0.7211064272924219
Run0399 0.34895441343222283 0.6021145983051881 0.026271110498800824
Run0400 0.8234825197638392 0.2438291313350262 0.47336570152756535
Run0401 0.5958633468080232 0.2438291313350262 0.47336570152756535
Run0402 0.8234825197638392 0.848676640091106 0.47336570152756535
Run0403 0.8234825197638392 0.2438291313350262 0.2740118362636574
Run0404 0.8234825197638392 0.848676640091106 0.2740118362636574
Run0405 0.5958633468080232 0.2438291313350262 0.2740118362636574
Run0406 0.5958633468080232 0.848676640091106 0.47336570152756535
Run0407 0.5958633468080232 0.848676640091106 0.2740118362636574
Run0408 0.3296646530122384 0.7369532149068619 0.9688471530572784
Run0409 0.1020454800564224 0.7369532149068619 0.9688471530572784
Run0410 0.3296646530122384 0.35555255651927026 0.9688471530572784
Run0411 0.3296646530122384 0.7369532149068619 0.7694932877933705
Run0412 0.3296646530122384 0.35555255651927026 0.7694932877933705
Run0413 0.1020454800564224 0.7369532149068619 0.7694932877933705
Run0414 0.1020454800564224 0.35555255651927026 0.9688471530572784
Run0415 0.1020454800564224 0.35555255651927026 0.7694932877933705
Run0416 0.45311911970013863 0.12054811044206729 0.5972360644099937
Run0417 0.2254999467443226 0.12054811044206729 0.5972360644099937
Run0418 0.45311911970013863 0.4788335774122292 0.5972360644099937
Run0419 0.45311911970013863 0.12054811044206729 0.6456229249109422
Run0420 0.45311911970013863 0.4788335774122292 0.6456229249109422
Run0421 0.2254999467443226 0.12054811044206729 0.6456229249109422
Run0422 0.2254999467443226 0.4788335774122292 0.5972360644099937
Run0423 0.2254999467443226 0.4788335774122292 0.6456229249109422
Run0424 0.9469369864517394 0.613672194013903 0.10175461288028055
Run0425 0.7193178134959234 0.613672194013903 0.10175461288028055
Run0426 0.9469369864517394 0.9719576609840649 0.10175461288028055
Run0427 0.9469369864517394 0.613672194013903 0.1501414733812291
Run0428 0.9469369864517394 0.9719576609840649 0.1501414733812291
Run0429 0.7193178134959234 0.613672194013903 0.1501414733812291
Run0430 0.7193178134959234 0.9719576609840649 0.10175461288028055
Run0431 0.7193178134959234 0.9719576609840649 0.1501414733812291
Run0432 0.7000280530759391 0.36711015222798515 0.8449767901748502
Run0433 0.472408880120123 0.36711015222798515 0.8449767901748502
Run0434 0.7000280530759391 0.7253956191981471 0.8449767901748502
Run0435 0.7000280530759391 0.36711015222798515 0.39788219914608564
Run0436 0.7000280530759391 0.7253956191981471 0.39788219914608564
Run0437 0.472408880120123 0.36711015222798515 0.39788219914608564
Run0438 0.472408880120123 0.7253956191981471 0.8449767901748502
